# report v0.1.2 (May 25, 2023)
# Database: /mnt/isilon/w_gmi/blanked2lab/cumbof/MetaSBT-Databases/MetaSBT-Viruses
# Timestamp: 20240415
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination
MSBT6958	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_lutivicinum	0	1	0.002329	na	na
MSBT6831	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_terrenecus	0	1	0.002302	na	na
MSBT6625	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_telluradaptatum	0	1	0.002323	na	na
MSBT6613	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_terrihabitans	0	1	0.00228	na	na
MSBT6843	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_chthonocola	0	1	0.002313	na	na
MSBT6745	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geoadaptatum	0	1	0.002221	na	na
MSBT6859	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_chthonovicinum	0	1	0.002554	na	na
MSBT6543	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_paludicola	0	1	0.002382	na	na
MSBT6715	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_lutivivens	0	1	0.002093	na	na
MSBT6620	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_terricola	0	1	0.002715	na	na
MSBT6789	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_chthonenecus	0	1	0.00249	na	na
MSBT6917	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_tellurihabitans	0	1	0.002141	na	na
MSBT6593	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geoenecus	0	1	0.002398	na	na
MSBT6773	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_tellurivicinum	0	1	0.002238	na	na
MSBT6883	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_tellurivivens	0	1	0.002254	na	na
MSBT6594	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geohabitans	0	1	0.002243	na	na
MSBT6686	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_pelenecus	0	1	0.00235	na	na
MSBT6714	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_peladaptatum	0	1	0.002168	na	na
MSBT6648	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_chthonohabitans	0	1	0.002527	na	na
MSBT6916	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_telluricola	0	1	0.002318	na	na
MSBT6570	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geovivens	0	1	0.002415	na	na
MSBT6893	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_chthonovivens	0	1	0.002248	na	na
MSBT6920	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_terradaptatum	0	1	0.002136	na	na
MSBT6904	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geocola	0	1	0.002533	na	na
MSBT6894	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_geovicinum	0	1	0.002677	na	na
MSBT6803	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_tellurenecus	0	1	0.00249	na	na
MSBT6818	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_terrivicinum	0	1	0.002425	na	na
MSBT6749	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_solivicinum	0	1	0.002361	na	na
MSBT6634	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Weheuvirus|s__Weheuvirus_solivivens	0	1	0.002495	na	na
MSBT6609	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cohrdavirus|s__Cohrdavirus_arvadaptatum	0	1	0.002211	na	na
MSBT6577	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cohrdavirus|s__Cohrdavirus_chorovicinum	0	1	0.002474	na	na
MSBT6655	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cohrdavirus|s__Cohrdavirus_chorovivens	0	1	0.002452	na	na
MSBT6909	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Milihnovirus|s__Milihnovirus_solihabitans	0	1	0.002205	na	na
MSBT6643	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedocola	0	1	0.002302	na	na
MSBT6863	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedadaptatum	0	1	0.002178	na	na
MSBT6604	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_solihabitans	0	1	0.002334	na	na
MSBT6781	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_solenecus	0	1	0.002441	na	na
MSBT6911	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedenecus	0	1	0.002195	na	na
MSBT6960	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_limadaptatum	0	1	0.002581	na	na
MSBT6882	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_edaphovivens	0	1	0.002495	na	na
MSBT6663	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_solicola	0	1	0.002538	na	na
MSBT6548	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedohabitans	0	1	0.002495	na	na
MSBT6868	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_edaphovicinum	0	1	0.002522	na	na
MSBT6956	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_caenivivens	0	1	0.002468	na	na
MSBT6592	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_edaphohabitans	0	1	0.002592	na	na
MSBT6586	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_soladaptatum	0	1	0.002517	na	na
MSBT6660	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedovicinum	0	1	0.002382	na	na
MSBT6633	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohrdovirus|s__Hohrdovirus_pedovivens	0	1	0.002388	na	na
MSBT6948	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Podtsbuvirus|s__Podtsbuvirus_caenenecus	0	1	0.002071	na	na
MSBT6887	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Brikhyavirus|s__Brikhyavirus_terrivicinum	0	1	0.002119	na	na
MSBT6748	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonenecus	0	1	0.002168	na	na
MSBT6661	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geoadaptatum	0	1	0.002275	na	na
MSBT6871	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonovivens	0	1	0.002243	na	na
MSBT6668	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geovivens	0	1	0.002388	na	na
MSBT6653	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonadaptatum	0	1	0.002221	na	na
MSBT6842	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonovicinum	0	1	0.002361	na	na
MSBT6835	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonocola	0	1	0.002077	na	na
MSBT6816	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geohabitans	0	1	0.00228	na	na
MSBT6846	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_solihabitans	0	1	0.002205	na	na
MSBT6641	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_telluradaptatum	0	1	0.00213	na	na
MSBT6564	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geovicinum	0	1	0.002211	na	na
MSBT6658	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geocola	0	1	0.002275	na	na
MSBT6603	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_chthonohabitans	0	1	0.002195	na	na
MSBT6611	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_geoenecus	0	1	0.002382	na	na
MSBT6885	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_solicola	0	1	0.002307	na	na
MSBT6744	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_solivivens	0	1	0.002334	na	na
MSBT6674	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_solivicinum	0	1	0.00227	na	na
MSBT6857	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_solenecus	0	1	0.002366	na	na
MSBT6762	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pujohnavirus|s__Pujohnavirus_soladaptatum	0	1	0.002329	na	na
MSBT6554	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_arvihabitans	0	1	0.001996	na	na
MSBT6853	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_arvicola	0	1	0.001899	na	na
MSBT6969	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_asiovivens	0	1	0.002077	na	na
MSBT6927	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_asiovicinum	0	1	0.002055	na	na
MSBT6606	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_arvenecus	0	1	0.002082	na	na
MSBT6626	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_arvadaptatum	0	1	0.002055	na	na
MSBT6890	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_arvivicinum	0	1	0.002066	na	na
MSBT6679	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gulmivirus|s__Gulmivirus_asiohabitans	0	1	0.002087	na	na
MSBT6792	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunavirus_pedohabitans	0	1	0.002055	na	na
MSBT6905	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_edaphovivens	0	1	0.002221	na	na
MSBT6849	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pedovivens	0	1	0.002023	na	na
MSBT6608	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pedadaptatum	0	1	0.002071	na	na
MSBT6739	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pedenecus	0	1	0.002012	na	na
MSBT6735	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pelovicinum	0	1	0.00205	na	na
MSBT6814	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pedovicinum	0	1	0.002087	na	na
MSBT6829	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cunarovirus|s__Cunarovirus_pedocola	0	1	0.001975	na	na
MSBT6974	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Metsavirus|s__Metsavirus_lutivivens	0	1	0.002243	na	na
MSBT6932	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Adahmuvirus|s__Adahmuvirus_asiocola	0	1	0.001985	na	na
MSBT6588	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Loptevirus|s__Loptevirus_arvivivens	0	1	0.002007	na	na
MSBT6931	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Loptevirus|s__Loptevirus_caenenecus	0	1	0.002028	na	na
MSBT6652	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Loptevirus|s__Loptevirus_arvivicinum	0	1	0.002103	na	na
MSBT6662	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_agricola	0	1	0.002173	na	na
MSBT6558	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_humivivens	0	1	0.002007	na	na
MSBT6978	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_borboradaptatum	0	1	0.002039	na	na
MSBT6944	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_asiovicinum	0	1	0.002066	na	na
MSBT6825	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_humivicinum	0	1	0.00198	na	na
MSBT6796	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_agrihabitans	0	1	0.001985	na	na
MSBT6941	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_asiohabitans	0	1	0.002136	na	na
MSBT6651	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_agrenecus	0	1	0.001873	na	na
MSBT6708	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_asiovivens	0	1	0.002087	na	na
MSBT6910	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Alehxovirus|s__Alehxovirus_agradaptatum	0	1	0.002082	na	na
MSBT6867	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Huohcivirus|s__Huohcivirus_geoenecus	0	1	0.002377	na	na
MSBT6692	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gihfavirus|s__Gihfavirus_pelohabitans	0	1	0.002345	na	na
MSBT6891	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gihfavirus|s__Gihfavirus_geohabitans	0	1	0.002103	na	na
MSBT6542	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Controvirus|s__Controvirus_defluviicola	0	1	0.002071	na	na
MSBT6967	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Sdenfavirus|s__Sdenfavirus_asiovicinum	0	1	0.002356	na	na
MSBT6879	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Tehnicivirus|s__Tehnicivirus_edaphenecus	0	1	0.002404	na	na
MSBT6913	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Tehnicivirus|s__Tehnicivirus_edaphohabitans	0	1	0.002495	na	na
MSBT6647	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Tehnicivirus|s__Tehnicivirus_edaphocola	0	1	0.002334	na	na
MSBT6935	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Tehnicivirus|s__Tehnicivirus_pelovicinum	0	1	0.002184	na	na
MSBT6822	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hyjrovirus|s__Hyjrovirus_geohabitans	0	1	0.002162	na	na
MSBT6734	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Fejonovirus|s__Fejonovirus_limenecus	0	1	0.002077	na	na
MSBT6977	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kecijavirus|s__Kecijavirus_borborocola	0	1	0.00198	na	na
MSBT6827	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Vesehyavirus|s__Vesehyavirus_pedohabitans	0	1	0.001964	na	na
MSBT6701	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Bidhavirus|s__Bidhavirus_pelocola	0	1	0.0022	na	na
MSBT6938	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Fluruvirus|s__Fluruvirus_limivicinum	0	1	0.002892	na	na
MSBT6777	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Vindevirus|s__Vindevirus_pedovicinum	0	1	0.002077	na	na
MSBT6819	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohltdevirus|s__Hohltdevirus_edaphenecus	0	1	0.0022	na	na
MSBT6754	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Hohltdevirus|s__Hohltdevirus_edaphocola	0	1	0.002211	na	na
MSBT6947	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Tuskovirus|s__Tuskovirus_caenadaptatum	0	1	0.002447	na	na
MSBT6972	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Ashcevirus|s__Ashcevirus_caenenecus	0	1	0.001991	na	na
MSBT6716	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Ociwvivirus|s__Ociwvivirus_luticola	0	1	0.002109	na	na
MSBT6940	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Cahrlavirus|s__Cahrlavirus_caenivicinum	0	1	0.002055	na	na
MSBT6772	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gernuduvirus|s__Gernuduvirus_geoenecus	0	1	0.001996	na	na
MSBT6690	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gehrmavirus|s__Gehrmavirus_pelocola	0	1	0.002028	na	na
MSBT6559	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Gehrmavirus|s__Gehrmavirus_geocola	0	1	0.002007	na	na
MSBT6976	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kihsiravirus|s__Kihsiravirus_limivicinum	0	1	0.002119	na	na
MSBT6573	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pohlodivirus|s__Pohlodivirus_arvihabitans	0	1	0.002323	na	na
MSBT6697	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Limaivirus|s__Limaivirus_borborocola	0	1	0.00271	na	na
MSBT6943	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Limaivirus|s__Limaivirus_borborohabitans	0	1	0.002715	na	na
MSBT6860	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Achlievirus|s__Achlievirus_humihabitans	0	1	0.00213	na	na
MSBT6705	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Huylevirus|s__Huylevirus_limihabitans	0	1	0.002227	na	na
MSBT6738	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Surghavirus|s__Surghavirus_arvihabitans	0	1	0.002345	na	na
MSBT6758	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Surghavirus|s__Surghavirus_arvenecus	0	1	0.002232	na	na
MSBT6815	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humivicinum	0	1	0.002184	na	na
MSBT6602	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_terrivivens	0	1	0.002034	na	na
MSBT6610	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humihabitans	0	1	0.002259	na	na
MSBT6779	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humivivens	0	1	0.002195	na	na
MSBT6614	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humadaptatum	0	1	0.002238	na	na
MSBT6776	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humicola	0	1	0.002227	na	na
MSBT6848	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_agricola	0	1	0.002264	na	na
MSBT6847	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_humenecus	0	1	0.002018	na	na
MSBT6672	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kehruavirus|s__Kehruavirus_agradaptatum	0	1	0.002221	na	na
MSBT6922	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pirifovirus|s__Pirifovirus_chorovicinum	0	1	0.002168	na	na
MSBT6837	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pirifovirus|s__Pirifovirus_chorenecus	0	1	0.002157	na	na
MSBT6676	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Pirifovirus|s__Pirifovirus_chorohabitans	0	1	0.002178	na	na
MSBT6902	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Phulihavirus|s__Phulihavirus_agrenecus	0	1	0.001991	na	na
MSBT6934	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Kinglevirus|s__Kinglevirus_lutadaptatum	0	1	0.002157	na	na
MSBT6640	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Bahnicevirus|s__Bahnicevirus_solicola	0	1	0.002157	na	na
MSBT6752	k__Viruses|p__Lenarviricota|c__Leviviricetes|o__Timlovirales|f__Steitzviridae|g__Bahnicevirus|s__Bahnicevirus_chthonadaptatum	0	1	0.002238	na	na
